year;station_name;city;Region;Annual_passengers_millions;Type;source
2024;Dresden Hbf;Dresden;Sachsen;30.99;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2024;Hannover Hbf;Hannover;Niedersachsen;26.23;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2024;Nürnberg Hbf;Nürnberg;Bayern;146.98;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2024;Bremen Hbf;Bremen;Bremen;57.68;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2024;Essen Hbf;Essen;Nordrhein-Westfalen;34.56;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2024;Dortmund Hbf;Dortmund;Nordrhein-Westfalen;14.41;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2024;Mannheim Hbf;Mannheim;Baden-Württemberg;28.24;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2024;Karlsruhe Hbf;Karlsruhe;Baden-Württemberg;143.99;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2024;Freiburg (Breisgau) Hbf;Freiburg im Breisgau;Baden-Württemberg;38.08;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2024;Aachen Hbf;Aachen;Nordrhein-Westfalen;6.69;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2024;Lübeck Hbf;Lübeck;Schleswig-Holstein;37.71;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2024;Rostock Hbf;Rostock;Mecklenburg-Vorpommern;6.65;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2024;Magdeburg Hbf;Magdeburg;Sachsen-Anhalt;51.48;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2024;Erfurt Hbf;Erfurt;Thüringen;34.1;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2024;Jena Paradies;Jena;Thüringen;12.37;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2024;Kiel Hbf;Kiel;Schleswig-Holstein;21.83;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2024;Mainz Hbf;Mainz;Rheinland-Pfalz;37.29;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2024;Saarbrücken Hbf;Saarbrücken;Saarland;57.61;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2024;Regensburg Hbf;Regensburg;Bayern;18.0;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2024;Chemnitz Hbf;Chemnitz;Sachsen;11.48;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2024;Potsdam Hbf;Potsdam;Brandenburg;35.07;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2024;Osnabrück Hbf;Osnabrück;Niedersachsen;39.32;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
