year;origin_station;destination_station;origin_city;destination_city;origin_region;destination_region;passengers_millions;service_type;flow_type;source;origin_country_iso;destination_country_iso;emissions_train_g_km;emissions_car_g_km;co2_saved_vs_car_g_km;reduction_vs_car_pct
2020;Rennes;Lille Flandres;Rennes;Lille;Bretagne;Hauts-de-France;0.45;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Rennes;Lille Europe;Rennes;Lille;Bretagne;Hauts-de-France;0.46;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Rennes;Bordeaux Saint-Jean;Rennes;Bordeaux;Bretagne;Nouvelle-Aquitaine;0.46;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Rennes;Toulouse Matabiau;Rennes;Toulouse;Bretagne;Occitanie;0.46;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Rennes;Nantes;Rennes;Nantes;Bretagne;Pays de la Loire;0.44;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Rennes;Strasbourg;Rennes;Strasbourg;Bretagne;Grand Est;0.44;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Paris Gare du Nord;Strasbourg;Paris;Grand Est;Île-de-France;1.91;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Paris Gare de Lyon;Strasbourg;Paris;Grand Est;Île-de-France;1.87;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Paris Saint-Lazare;Strasbourg;Paris;Grand Est;Île-de-France;1.86;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Paris Montparnasse;Strasbourg;Paris;Grand Est;Île-de-France;1.43;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Paris Est;Strasbourg;Paris;Grand Est;Île-de-France;1.89;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Paris Austerlitz;Strasbourg;Paris;Grand Est;Île-de-France;1.79;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Lyon Part-Dieu;Strasbourg;Lyon;Grand Est;Auvergne-Rhône-Alpes;0.37;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Lyon Perrache;Strasbourg;Lyon;Grand Est;Auvergne-Rhône-Alpes;0.44;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Marseille Saint-Charles;Strasbourg;Marseille;Grand Est;Provence-Alpes-Côte d'Azur;0.45;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Lille Flandres;Strasbourg;Lille;Grand Est;Hauts-de-France;0.45;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Lille Europe;Strasbourg;Lille;Grand Est;Hauts-de-France;0.39;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Bordeaux Saint-Jean;Strasbourg;Bordeaux;Grand Est;Nouvelle-Aquitaine;0.46;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Toulouse Matabiau;Strasbourg;Toulouse;Grand Est;Occitanie;0.46;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Nantes;Strasbourg;Nantes;Grand Est;Pays de la Loire;0.45;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2020;Strasbourg;Rennes;Strasbourg;Rennes;Grand Est;Bretagne;0.37;TER/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.78;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;0.75;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.66;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Paris Est;Paris;Paris;Île-de-France;Île-de-France;0.77;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;0.75;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;6.18;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.57;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;3.9;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;4.76;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;5.24;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;4.03;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;2.51;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;2.53;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Rennes;Paris;Rennes;Île-de-France;Bretagne;2.81;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare du Nord;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;2.75;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;0.7;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;0.68;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.65;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Paris Est;Paris;Paris;Île-de-France;Île-de-France;0.65;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;0.73;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;6.01;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;6.42;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;4.59;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;4.82;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;4.7;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;3.15;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;3.11;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;2.65;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Rennes;Paris;Rennes;Île-de-France;Bretagne;2.99;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Gare de Lyon;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;3.1;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;0.68;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.77;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.63;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Paris Est;Paris;Paris;Île-de-France;Île-de-France;0.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;0.76;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.6;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.88;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;5.0;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;5.1;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;4.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;4.12;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;3.31;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;3.06;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Rennes;Paris;Rennes;Île-de-France;Bretagne;2.87;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Saint-Lazare;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;2.98;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;0.63;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.81;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;0.72;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Paris Est;Paris;Paris;Île-de-France;Île-de-France;0.81;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;0.8;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.19;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.56;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;4.02;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;4.59;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;5.87;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;3.75;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;2.9;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;2.8;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Rennes;Paris;Rennes;Île-de-France;Bretagne;2.77;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Montparnasse;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;3.12;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;0.72;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.63;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;0.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.66;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Paris Austerlitz;Paris;Paris;Île-de-France;Île-de-France;0.82;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Lyon Part-Dieu;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.02;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Lyon Perrache;Paris;Lyon;Île-de-France;Auvergne-Rhône-Alpes;5.75;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Marseille Saint-Charles;Paris;Marseille;Île-de-France;Provence-Alpes-Côte d'Azur;4.52;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Lille Flandres;Paris;Lille;Île-de-France;Hauts-de-France;5.27;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Lille Europe;Paris;Lille;Île-de-France;Hauts-de-France;4.48;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Bordeaux Saint-Jean;Paris;Bordeaux;Île-de-France;Nouvelle-Aquitaine;3.99;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Toulouse Matabiau;Paris;Toulouse;Île-de-France;Occitanie;3.27;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Nantes;Paris;Nantes;Île-de-France;Pays de la Loire;3.31;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Rennes;Paris;Rennes;Île-de-France;Bretagne;2.9;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Est;Strasbourg;Paris;Strasbourg;Île-de-France;Grand Est;2.7;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Austerlitz;Paris Gare du Nord;Paris;Paris;Île-de-France;Île-de-France;0.74;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Austerlitz;Paris Gare de Lyon;Paris;Paris;Île-de-France;Île-de-France;0.84;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Austerlitz;Paris Saint-Lazare;Paris;Paris;Île-de-France;Île-de-France;0.69;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
2021;Paris Austerlitz;Paris Montparnasse;Paris;Paris;Île-de-France;Île-de-France;0.68;TGV/Intercités;domestic;SNCF Open Data - Fréquentation en gares, SNCF rapports annuels trafic voyageurs, Eurostat railway passenger transport France;FR;FR;3.0;192.0;189.0;98.44
